ano,m?,dia,dia_juliano,hora,calor_sens [W/m2],vel_atri [m/s],vel_convc [m/s],grad_temp[K/m],altura_mist_ convec [m],altura_mist_ convec_mec [m],MoninObukhov[m],comp_rug_sup[m],bowen,albedo ,velo_vento[m/s],dir_vento[?],alt_anemometro[m],temp[K],temp[?C],alt_medicao[m],cod_prec,precip[mm/hr],umid_rela[%],pressao[mb],cob_nuvens,ajuste,interpolacao
23,2,20,1,10,80.5,0.49,1.203,0.006,779,906,-131.9,0.8524,0.29,0.15,3.1,207,14,294.1,20.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,20,1,11,98.7,0.29,1.337,0.006,873,428,-22.3,0.8225,0.29,0.14,1.5,253,14,293.1,19.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,20,1,12,110,0.501,1.432,0.006,963,850,-102.7,0.8524,0.29,0.14,3.1,202,14,294.1,20.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,20,1,13,113.5,0.434,1.488,0.006,1047,691,-64.9,0.8225,0.29,0.14,2.6,268,14,295.1,21.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,20,1,14,110.1,0.501,1.508,0.006,1124,849,-102.6,0.8524,0.29,0.14,3.1,180,14,296.1,22.95,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,2,20,1,15,98.6,0.281,1.481,0.006,1187,403,-20.2,0.7314,0.29,0.14,1.5,24,14,296.1,22.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,20,1,16,80,0.687,1.399,0.006,1236,1367,-365.6,0.8524,0.29,0.15,4.6,186,14,296.1,22.95,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,2,20,1,17,54.8,0.474,1.245,0.006,1268,832,-175.3,0.8225,0.29,0.17,3.1,238,14,295.6,22.45,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,20,1,18,24.8,0.332,0.959,0.006,1281,480,-132.8,0.8524,0.29,0.24,2.1,207,14,295.1,21.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,20,1,19,-2,0.071,-9,-9,-999,196,15.7,0.8225,0.29,0.51,1,255,14,295.1,21.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,20,1,20,-2.9,0.072,-9,-9,-999,57,11.5,0.8633,0.29,1,1,281,14,295.1,21.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,20,1,21,-0.7,0.035,-9,-9,-999,16,5.5,0.7957,0.29,1,0.5,345,14,295.1,21.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,20,1,22,-2.8,0.07,-9,-9,-999,44,11,0.7957,0.29,1,1,316,14,295.1,21.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,20,1,23,-6.2,0.105,-9,-9,-999,81,16.5,0.7957,0.29,1,1.5,326,14,295.1,21.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,20,1,24,-12.8,0.151,-9,-9,-999,140,24.1,0.8633,0.29,1,2.1,280,14,295.1,21.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,21,2,1,-6.5,0.108,-9,-9,-999,85,17.2,0.8633,0.29,1,1.5,280,14,295.1,21.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,21,2,2,-2.9,0.072,-9,-9,-999,46,11.5,0.8633,0.29,1,1,304,14,295.1,21.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,21,2,3,-2.7,0.068,-9,-9,-999,42,10.5,0.7314,0.29,1,1,8,14,295.1,21.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,21,2,4,-12.5,0.148,-9,-9,-999,137,23.5,0.8225,0.29,1,2.1,238,14,295.1,21.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,21,2,5,-0.7,0.034,-9,-9,-999,35,5.3,0.7314,0.29,1,0.5,24,14,295.1,21.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,21,2,6,-2.9,0.071,-9,-9,-999,46,11.4,0.8473,0.29,1,1,148,14,295.1,21.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,21,2,7,-1.6,0.066,-9,-9,-999,41,16,0.6829,0.29,0.49,1,94,14,295.1,21.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,21,2,8,25.8,0.124,0.483,0.008,157,104,-6.6,0.8473,0.29,0.24,0.5,176,14,294.1,20.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,21,2,9,55.5,0.21,0.731,0.007,253,231,-15,0.8524,0.29,0.17,1,224,14,294.1,20.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,21,2,10,80.3,0.286,0.918,0.005,348,367,-26.2,0.8473,0.29,0.15,1.5,156,14,294.1,20.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,21,2,11,98.9,0.436,1.1,0.005,486,690,-75.2,0.8633,0.29,0.14,2.6,272,14,295.1,21.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,21,2,12,110,0.294,1.248,0.005,637,397,-20.8,0.8225,0.29,0.14,1.5,254,14,295.1,21.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,21,2,13,113.3,0.298,1.338,0.005,762,390,-21,0.8524,0.29,0.14,1.5,211,14,295.1,21.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,21,2,14,109.8,0.469,1.428,0.005,956,771,-84.6,0.6829,0.29,0.14,3.1,113,14,296.1,22.95,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,2,21,2,15,110.2,0.469,1.512,0.006,1130,771,-84.3,0.6829,0.29,0.15,3.1,108,14,298.1,24.95,2,0,0,83,1010,3,NAD-SFC,NoSubs
23,2,21,2,16,89.2,0.422,1.458,0.007,1252,660,-75.8,0.7982,0.29,0.15,2.6,999,14,299.1,25.95,2,0,0,79,1010,3,NAD-SFC,NoSubs
23,2,21,2,17,55.4,0.545,1.266,0.008,1321,964,-262.7,0.8473,0.29,0.17,3.6,138,14,299.1,25.95,2,0,0,74,1010,6,NAD-SFC,NoSubs
23,2,21,2,18,25.2,0.737,0.98,0.008,1347,1515,-1430.1,0.8473,0.29,0.24,5.1,151,14,298.1,24.95,2,0,0,78,1010,6,NAD-SFC,NoSubs
23,2,21,2,19,-33.9,0.798,-9,-9,-999,1707,1348.8,0.8473,0.29,0.52,5.7,152,14,298.1,24.95,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,2,21,2,20,-64,0.795,-9,-9,-999,1701,707.1,0.6829,0.29,1,6.2,134,14,297.1,23.95,2,0,0,78,1010,6,NAD-SFC,NoSubs
23,2,21,2,21,-60.7,0.692,-9,-9,-999,1399,491.8,0.8473,0.29,1,5.1,149,14,297.1,23.95,2,0,0,78,1010,6,NAD-SFC,NoSubs
23,2,21,2,22,-33.1,0.378,-9,-9,-999,678,146.5,0.8473,0.29,1,3.1,163,14,297.1,23.95,2,0,0,74,1010,6,NAD-SFC,NoSubs
23,2,21,2,23,-60.9,0.694,-9,-9,-999,1386,494.1,0.8524,0.29,1,5.1,182,14,297.1,23.95,2,0,0,78,1010,6,NAD-SFC,NoSubs
23,2,21,2,24,-60.9,0.694,-9,-9,-999,1387,494.1,0.8524,0.29,1,5.1,186,14,297.1,23.95,2,0,0,74,1010,6,NAD-SFC,NoSubs
23,2,22,3,1,-47.6,0.541,-9,-9,-999,980,299.2,0.8524,0.29,1,4.1,196,14,296.1,22.95,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,2,22,3,2,-47.9,0.448,-9,-9,-999,730,169.5,0.8524,0.29,1,3.6,200,14,296.1,22.95,2,0,0,78,1010,1,NAD-SFC,NoSubs
23,2,22,3,3,-38.5,0.361,-9,-9,-999,526,109.8,0.8524,0.29,1,3.1,200,14,296.1,22.95,2,0,0,78,1010,1,NAD-SFC,NoSubs
23,2,22,3,4,-38.5,0.361,-9,-9,-999,520,109.8,0.8524,0.29,1,3.1,206,14,296.1,22.95,2,0,0,78,1010,1,NAD-SFC,Sub_CC
23,2,22,3,5,-26.7,0.249,-9,-9,-999,305,52,0.8225,0.29,1,2.6,264,14,295.1,21.95,2,0,0,94,1010,1,NAD-SFC,NoSubs
23,2,22,3,6,-14.1,0.151,-9,-9,-999,145,21.9,0.8633,0.29,1,2.1,300,14,294.1,20.95,2,0,0,100,1010,1,NAD-SFC,Sub_CC
23,2,22,3,7,-5.8,0.108,-9,-9,-999,85,19.3,0.8633,0.29,0.5,1.5,285,14,294.1,20.95,2,0,0,100,1010,1,NAD-SFC,NoSubs
23,2,22,3,8,25,0.188,0.567,0.005,262,196,-24.1,0.7982,0.29,0.24,1,999,14,293.1,19.95,2,0,0,100,1010,1,NAD-SFC,NoSubs
23,2,22,3,9,59.3,0.419,0.93,0.005,489,651,-111.7,0.8633,0.29,0.17,2.6,294,14,293.1,19.95,2,0,0,100,1010,1,NAD-SFC,NoSubs
23,2,22,3,10,NaN,-9,-9,-9,490,NaN,NaN,0.7982,0.29,0.15,0,0,14,294.1,NaN,2,0,0,100,1010,NaN,NAD-SFC,NoSubs
23,2,22,3,11,NaN,-9,-9,-9,492,NaN,NaN,0.8225,0.29,0.14,2.6,264,14,296.1,NaN,2,0,0,83,1010,NaN,NAD-SFC,NoSubs
23,2,22,3,12,NaN,-9,-9,-9,493,NaN,NaN,0.8225,0.29,0.14,2.1,246,14,298.1,NaN,2,0,0,74,1010,NaN,NAD-SFC,NoSubs
23,2,22,3,13,NaN,-9,-9,-9,494,NaN,NaN,0.8524,0.29,0.14,3.1,189,14,299.1,NaN,2,0,0,70,1010,NaN,NAD-SFC,NoSubs
23,2,22,3,14,123,0.713,1.386,0.006,780,1446,-265.8,0.6829,0.29,0.14,5.1,124,14,300.1,26.95,2,0,0,70,1010,1,NAD-SFC,NoSubs
23,2,22,3,15,110.5,0.649,1.435,0.007,965,1263,-223,0.6829,0.29,0.15,4.6,124,14,300.1,26.95,2,0,0,66,1010,3,NAD-SFC,NoSubs
23,2,22,3,16,80.4,0.841,1.34,0.005,1080,1846,-666.8,0.6829,0.29,0.15,6.2,122,14,300.1,26.95,2,0,0,66,1010,6,NAD-SFC,NoSubs
23,2,22,3,17,55,0.695,1.206,0.007,1150,1421,-549.9,0.6829,0.29,0.17,5.1,133,14,299.1,25.95,2,0,0,70,1010,6,NAD-SFC,NoSubs
23,2,22,3,18,25,0.621,0.936,0.007,1182,1185,-861.7,0.6829,0.29,0.24,4.6,131,14,299.1,25.95,2,0,0,74,1010,6,NAD-SFC,NoSubs
23,2,22,3,19,-28.9,0.658,-9,-9,-999,1280,887.6,0.6829,0.29,0.52,5.1,128,14,299.1,25.95,2,0,0,74,1010,6,NAD-SFC,NoSubs
23,2,22,3,20,-36.7,0.506,-9,-9,-999,888,318.1,0.6829,0.29,1,4.1,126,14,298.1,24.95,2,0,0,78,1010,8,NAD-SFC,NoSubs
23,2,22,3,21,-28.3,0.391,-9,-9,-999,599,189.5,0.8473,0.29,1,3.1,146,14,298.1,24.95,2,0,0,83,1010,8,NAD-SFC,NoSubs
23,2,22,3,22,-25.1,0.286,-9,-9,-999,374,83.8,0.8473,0.29,1,2.6,169,14,297.1,23.95,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,2,22,3,23,-6.3,0.106,-9,-9,-999,121,16.8,0.8225,0.29,1,1.5,225,14,296.1,22.95,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,2,22,3,24,NaN,-9,-9,-9,-999,NaN,NaN,0.7982,0.29,1,0,0,14,297.1,NaN,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,2,23,4,1,-2.9,0.071,-9,-9,-999,46,11.4,0.8524,0.29,1,1,206,14,296.1,22.95,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,2,23,4,2,-2.8,0.071,-9,-9,-999,45,11.2,0.8225,0.29,1,1,238,14,296.1,22.95,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,2,23,4,3,-6.5,0.107,-9,-9,-999,84,17.1,0.8524,0.29,1,1.5,220,14,295.1,21.95,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,2,23,4,4,NaN,-9,-9,-9,-999,NaN,NaN,0.7982,0.29,1,0,0,14,296.1,NaN,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,2,23,4,5,-2.8,0.07,-9,-9,-999,44,11,0.7957,0.29,1,1,351,14,296.1,22.95,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,2,23,4,6,-12.8,0.151,-9,-9,-999,140,24.1,0.8633,0.29,1,2.1,303,14,295.1,21.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,23,4,7,-1.9,0.071,-9,-9,-999,48,16.4,0.8225,0.29,0.5,1,265,14,295.1,21.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,23,4,8,25.4,0.257,0.553,0.005,239,313,-60.3,0.8633,0.29,0.24,1.5,271,14,295.1,21.95,2,0,0,100,1010,6,NAD-SFC,Sub_CC
23,2,23,4,9,55.2,0.211,0.927,0.005,519,233,-15.3,0.8633,0.29,0.17,1,272,14,295.1,21.95,2,0,0,100,1010,6,NAD-SFC,Sub_CC
23,2,23,4,10,80,0.364,1.191,0.005,760,528,-54.5,0.8633,0.29,0.15,2.1,271,14,295.1,21.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,23,4,11,98.7,0.371,1.323,0.005,846,543,-46.7,0.8633,0.29,0.14,2.1,309,14,296.1,22.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,23,4,12,110,0.439,1.418,0.005,935,698,-69.4,0.8633,0.29,0.14,2.6,286,14,297.1,23.95,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,2,23,4,13,113.3,0.151,1.486,0.005,1044,258,-2.8,0.8633,0.29,0.14,0.5,296,14,297.1,23.95,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,2,23,4,14,109.5,0.224,1.523,0.005,1164,254,-9.2,0.7957,0.29,0.14,1,325,14,297.1,23.95,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,2,23,4,15,73.6,0.357,1.362,0.005,1238,511,-55.5,0.8225,0.29,0.15,2.1,256,14,297.1,23.95,2,0,0,94,1010,8,NAD-SFC,NoSubs
23,2,23,4,16,59.7,0.347,1.29,0.005,1296,491,-63.2,0.7957,0.29,0.15,2.1,317,14,297.6,24.45,2,0,0,97,1010,8,NAD-SFC,NoSubs
23,2,23,4,17,48.8,0.412,1.22,0.005,1341,634,-129,0.8524,0.29,0.17,2.6,216,14,297.6,24.45,2,0,0,94,1010,7,NAD-SFC,NoSubs
23,2,23,4,18,18.3,0.182,0.883,0.005,1356,243,-29.8,0.7982,0.29,0.25,1,999,14,297.1,23.95,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,2,23,4,19,-18.7,0.377,-9,-9,-999,555,257,0.6829,0.29,0.53,3.1,95,14,298.1,24.95,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,2,23,4,20,-43.7,0.498,-9,-9,-999,842,254.1,0.6829,0.29,1,4.1,112,14,297.1,23.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,23,4,21,-43.7,0.498,-9,-9,-999,842,254.1,0.6829,0.29,1,4.1,102,14,297.1,23.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,23,4,22,-31.5,0.434,-9,-9,-999,689,232.7,0.6829,0.29,1,3.6,90,14,297.1,23.95,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,2,23,4,23,-46.2,0.525,-9,-9,-999,912,282.1,0.79,0.29,1,4.1,68,14,296.1,22.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,23,4,24,-24.2,0.276,-9,-9,-999,412,78,0.79,0.29,1,2.6,53,14,297.1,23.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,24,5,1,-11.7,0.146,-9,-9,-999,156,24.1,0.7957,0.29,1,2.1,353,14,296.6,23.45,2,0,0,97,1010,7,NAD-SFC,NoSubs
23,2,24,5,2,-27.8,0.38,-9,-9,-999,563,178.5,0.7957,0.29,1,3.1,322,14,296.1,22.95,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,2,24,5,3,-21.6,0.296,-9,-9,-999,390,107.9,0.7957,0.29,1,2.6,322,14,296.1,22.95,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,2,24,5,4,-22.5,0.307,-9,-9,-999,407,115.6,0.8633,0.29,1,2.6,291,14,295.1,21.95,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,2,24,5,5,-21.6,0.295,-9,-9,-999,386,107.3,0.7957,0.29,1,2.6,344,14,295.1,21.95,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,2,24,5,6,-27.9,0.38,-9,-9,-999,562,176.9,0.7957,0.29,1,3.1,347,14,294.1,20.95,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,2,24,5,7,-10.7,0.245,-9,-9,-999,302,123.8,0.7957,0.29,0.51,2.1,356,14,295.1,21.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,24,5,8,18.9,0.245,0.476,0.005,205,291,-70,0.7957,0.29,0.24,1.5,349,14,295.1,21.95,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,2,24,5,9,54.9,0.27,0.837,0.005,384,337,-32.4,0.7957,0.29,0.17,1.5,351,14,295.1,21.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,24,5,10,79.8,0.356,1.066,0.005,548,509,-50.8,0.7957,0.29,0.15,2.1,332,14,295.1,21.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,24,5,11,98.4,0.362,1.241,0.005,700,523,-43.5,0.7957,0.29,0.14,2.1,350,14,296.1,22.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,24,5,12,109.7,0.49,1.368,0.006,841,824,-96.8,0.7957,0.29,0.14,3.1,319,14,297.1,23.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,24,5,13,113.3,0.554,1.45,0.006,969,988,-135,0.7957,0.29,0.14,3.6,341,14,298.1,24.95,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,2,24,5,14,109.8,0.49,1.485,0.006,1076,829,-96.8,0.7957,0.29,0.14,3.1,325,14,299.1,25.95,2,0,0,84,1010,6,NAD-SFC,NoSubs
23,2,24,5,15,98.2,0.425,1.451,0.006,1122,668,-70.2,0.7957,0.29,0.15,2.6,335,14,299.1,25.95,2,0,0,84,1010,6,NAD-SFC,NoSubs
23,2,24,5,16,79.4,0.654,1.366,0.007,1157,1269,-317.3,0.7314,0.29,0.15,4.6,3,14,299.1,25.95,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,2,24,5,17,54.2,0.664,1.211,0.007,1180,1297,-485.7,0.7957,0.29,0.17,4.6,352,14,299.1,25.95,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,2,24,5,18,24.4,0.441,0.932,0.006,1192,754,-315.8,0.7314,0.29,0.25,3.1,24,14,300.1,26.95,2,0,0,84,1010,6,NAD-SFC,NoSubs
23,2,24,5,19,-25.8,0.371,-9,-9,-999,548,178.1,0.7314,0.29,0.54,3.1,14,14,300.1,26.95,2,0,0,79,1010,3,NAD-SFC,NoSubs
23,2,24,5,20,-34.6,0.342,-9,-9,-999,481,104.3,0.7314,0.29,1,3.1,14,14,300.1,26.95,2,0,0,79,1010,3,NAD-SFC,NoSubs
23,2,24,5,21,-13.4,0.146,-9,-9,-999,173,21.2,0.7957,0.29,1,2.1,331,14,300.1,26.95,2,0,0,79,1010,1,NAD-SFC,NoSubs
23,2,24,5,22,-37.1,0.351,-9,-9,-999,498,104.7,0.7957,0.29,1,3.1,345,14,299.1,25.95,2,0,0,79,1010,1,NAD-SFC,NoSubs
23,2,24,5,23,-54.8,0.516,-9,-9,-999,890,226.2,0.7957,0.29,1,4.1,337,14,298.1,24.95,2,0,0,89,1010,1,NAD-SFC,Sub_CC
23,2,24,5,24,-26.1,0.246,-9,-9,-999,374,51.2,0.7957,0.29,1,2.6,337,14,298.1,24.95,2,0,0,94,1010,1,NAD-SFC,Sub_CC
23,2,25,6,1,-39.3,0.449,-9,-9,-999,723,208,0.7957,0.29,1,3.6,344,14,298.1,24.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,25,6,2,-32.2,0.368,-9,-9,-999,541,139.5,0.7957,0.29,1,3.1,345,14,298.1,24.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,25,6,3,-46.2,0.527,-9,-9,-999,917,284.8,0.7957,0.29,1,4.1,338,14,297.1,23.95,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,25,6,4,-6.7,0.105,-9,-9,-999,449,15.3,0.7957,0.29,1,1.5,337,14,297.1,23.95,2,0,0,100,1010,3,NAD-SFC,NoSubs
23,2,25,6,5,-36.2,0.354,-9,-9,-999,506,110.6,0.7957,0.29,1,3.1,355,14,297.1,23.95,2,0,0,100,1010,3,NAD-SFC,NoSubs
23,2,25,6,6,-46.4,0.436,-9,-9,-999,691,160.8,0.7957,0.29,1,3.6,343,14,297.1,23.95,2,0,0,100,1010,1,NAD-SFC,NoSubs
23,2,25,6,7,-11.8,0.161,-9,-9,-999,255,32,0.6829,0.29,0.51,2.1,132,14,297.1,23.95,2,0,0,100,1010,1,NAD-SFC,NoSubs
23,2,25,6,8,24.8,0.379,0.543,0.007,232,559,-196.7,0.7314,0.29,0.24,2.6,3,14,297.1,23.95,2,0,0,100,1010,1,NAD-SFC,NoSubs
23,2,25,6,9,59.3,0.471,0.891,0.007,430,776,-159.2,0.7957,0.29,0.17,3.1,332,14,297.1,23.95,2,0,0,100,1010,1,NAD-SFC,NoSubs
23,2,25,6,10,88.1,0.29,1.147,0.007,617,403,-25,0.8633,0.29,0.15,1.5,296,14,298.1,24.95,2,0,0,94,1010,1,NAD-SFC,NoSubs
23,2,25,6,11,109.6,0.745,1.337,0.005,787,1544,-339.9,0.7957,0.29,0.15,5.1,353,14,299.1,25.95,2,0,0,84,1010,1,NAD-SFC,NoSubs
23,2,25,6,12,122.6,0.62,1.435,0.005,870,1192,-174.8,0.7957,0.29,0.14,4.1,346,14,300.1,26.95,2,0,0,79,1010,1,NAD-SFC,NoSubs
23,2,25,6,13,127.1,0.828,1.48,0.005,920,1803,-401.6,0.7957,0.29,0.14,5.7,346,14,302.1,28.95,2,0,0,70,1010,1,NAD-SFC,NoSubs
23,2,25,6,14,123,0.748,1.488,0.005,966,1566,-306.9,0.7957,0.29,0.14,5.1,360,14,303.1,29.95,2,0,0,62,1010,1,NAD-SFC,NoSubs
23,2,25,6,15,NaN,-9,-9,-9,966,NaN,NaN,0.7314,0.29,0.15,5.1,5,14,304.1,NaN,2,0,0,59,1010,NaN,NAD-SFC,NoSubs
23,2,25,6,16,NaN,-9,-9,-9,967,NaN,NaN,0.7957,0.29,0.15,5.1,351,14,305.1,NaN,2,0,0,59,1010,NaN,NAD-SFC,NoSubs
23,2,25,6,17,NaN,-9,-9,-9,968,NaN,NaN,0.7957,0.29,0.17,5.1,348,14,306.1,NaN,2,0,0,56,1010,NaN,NAD-SFC,NoSubs
23,2,25,6,18,24.9,0.914,0.877,0.005,976,2096,-2764,0.7314,0.29,0.25,6.7,11,14,305.1,31.95,2,0,0,59,1010,1,NAD-SFC,NoSubs
23,2,25,6,19,-61.8,0.816,-9,-9,-999,1788,791.3,0.7314,0.29,0.55,6.2,8,14,305.1,31.95,2,0,0,59,1010,1,NAD-SFC,NoSubs
23,2,25,6,20,-26,0.25,-9,-9,-999,844,54,0.7957,0.29,1,2.6,347,14,304.1,30.95,2,0,0,62,1010,1,NAD-SFC,NoSubs
23,2,25,6,21,-13.9,0.151,-9,-9,-999,335,22.2,0.8633,0.29,1,2.1,280,14,303.1,29.95,2,0,0,70,1010,1,NAD-SFC,NoSubs
23,2,25,6,22,-64,0.61,-9,-9,-999,1142,318.8,0.8524,0.29,1,4.6,196,14,300.1,26.95,2,0,0,84,1010,1,NAD-SFC,NoSubs
23,2,25,6,23,-64,0.634,-9,-9,-999,1212,359.4,0.6829,0.29,1,5.1,104,14,299.1,25.95,2,0,0,89,1010,1,NAD-SFC,NoSubs
23,2,25,6,24,-23.4,0.22,-9,-9,-999,508,41.3,0.6829,0.29,1,2.6,134,14,298.1,24.95,2,0,0,94,1010,1,NAD-SFC,Sub_CC
23,2,26,7,1,NaN,-9,-9,-9,-999,NaN,NaN,0.79,0.29,1,3.1,61,14,298.1,NaN,2,0,0,94,1010,NaN,NAD-SFC,NoSubs
23,2,26,7,2,NaN,-9,-9,-9,-999,NaN,NaN,0.7982,0.29,1,1,999,14,298.1,NaN,2,0,0,94,1010,NaN,NAD-SFC,NoSubs
23,2,26,7,3,-7,0.106,-9,-9,-999,83,15.3,0.8225,0.29,1,1.5,230,14,297.1,23.95,2,0,0,100,1010,1,NAD-SFC,NoSubs
23,2,26,7,4,-0.8,0.035,-9,-9,-999,19,5,0.79,0.29,1,0.5,62,14,297.1,23.95,2,0,0,94,1010,1,NAD-SFC,NoSubs
23,2,26,7,5,NaN,-9,-9,-9,-999,NaN,NaN,0.7982,0.29,1,0.5,999,14,296.1,NaN,2,0,0,100,1010,NaN,NAD-SFC,NoSubs
23,2,26,7,6,NaN,-9,-9,-9,-999,NaN,NaN,0.8633,0.29,1,1,270,14,296.1,NaN,2,0,0,100,1010,NaN,NAD-SFC,NoSubs
23,2,26,7,7,NaN,-9,-9,-9,-999,NaN,NaN,0.8633,0.29,0.52,2.1,293,14,296.1,NaN,2,0,0,100,1010,NaN,NAD-SFC,NoSubs
23,2,26,7,8,NaN,-9,-9,-9,-999,NaN,NaN,0.8633,0.29,0.24,2.1,272,14,296.1,NaN,2,0,0,100,1010,NaN,NAD-SFC,NoSubs
23,2,26,7,9,NaN,-9,-9,-9,-999,NaN,NaN,0.8633,0.29,0.17,2.1,309,14,296.1,NaN,2,0,0,100,1010,NaN,NAD-SFC,NoSubs
23,2,26,7,10,NaN,-9,-9,-9,-999,NaN,NaN,0.8225,0.29,0.15,1.5,251,14,297.1,NaN,2,0,0,100,1010,NaN,NAD-SFC,NoSubs
23,2,26,7,11,NaN,-9,-9,-9,-999,NaN,NaN,0.8225,0.29,0.15,2.1,250,14,298.1,NaN,2,0,0,94,1010,NaN,NAD-SFC,NoSubs
23,2,26,7,12,NaN,-9,-9,-9,-999,NaN,NaN,0.8633,0.29,0.14,2.1,300,14,300.1,NaN,2,0,0,74,1010,NaN,NAD-SFC,NoSubs
23,2,26,7,13,NaN,-9,-9,-9,-999,NaN,NaN,0.8633,0.29,0.14,1.5,308,14,303.1,NaN,2,0,0,70,1010,NaN,NAD-SFC,NoSubs
23,2,26,7,14,123,0.652,-9,-9,-999,1265,-203.4,0.6829,0.29,0.14,4.6,121,14,304.1,30.95,2,0,0,59,1010,1,NAD-SFC,NoSubs
23,2,26,7,15,110,0.847,-9,-9,-999,1867,-498.1,0.6829,0.29,0.15,6.2,116,14,303.1,29.95,2,0,0,70,1010,3,NAD-SFC,NoSubs
23,2,26,7,16,87.5,0.843,-9,-9,-999,1857,-615.8,0.6829,0.29,0.15,6.2,122,14,303.1,29.95,2,0,0,75,1010,1,NAD-SFC,NoSubs
23,2,26,7,17,54,0.969,-9,-9,-999,2279,-1518.4,0.8524,0.29,0.17,6.7,197,14,301.1,27.95,2,0,0,70,1010,6,NAD-SFC,NoSubs
23,2,26,7,18,24.1,0.738,-9,-9,-999,1594,-1498.4,0.8524,0.29,0.25,5.1,184,14,302.1,28.95,2,0,0,62,1010,6,NAD-SFC,NoSubs
23,2,26,7,19,-18.2,0.323,-9,-9,-999,709,167.3,0.8524,0.29,0.55,2.6,203,14,300.1,26.95,2,0,0,74,1010,6,NAD-SFC,NoSubs
